,Date,Open,High,Low,Close,Adj Close,Volume
0,2015-01-02,27.8475,27.860001,26.8375,27.3325,24.603209,212818400
1,2015-01-05,27.0725,27.1625,26.352501,26.5625,23.910095,257142000
2,2015-01-06,26.635,26.8575,26.157499,26.565001,23.912342,263188400
3,2015-01-07,26.799999,27.049999,26.674999,26.9375,24.247648,160423600
4,2015-01-08,27.307501,28.0375,27.174999,27.9725,25.179296,237458000
5,2015-01-09,28.1675,28.3125,27.5525,28.002501,25.206306,214798000
6,2015-01-12,28.15,28.157499,27.200001,27.3125,24.585199,198603200
7,2015-01-13,27.8575,28.200001,27.227501,27.555,24.803492,268367600
8,2015-01-14,27.26,27.622499,27.125,27.450001,24.708973,195826400
9,2015-01-15,27.5,27.514999,26.665001,26.705,24.038364,240056000
10,2015-01-16,26.7575,26.895,26.299999,26.497499,23.851578,314053200
11,2015-01-20,26.959999,27.2425,26.625,27.18,24.465933,199599600
12,2015-01-21,27.237499,27.764999,27.067499,27.387501,24.652712,194303600
13,2015-01-22,27.565001,28.1175,27.43,28.1,25.294065,215185600
14,2015-01-23,28.075001,28.4375,27.8825,28.245001,25.424591,185859200
15,2015-01-26,28.434999,28.59,28.200001,28.275,25.45159,222460000
16,2015-01-27,28.105,28.120001,27.2575,27.285,24.560446,382274800
17,2015-01-28,29.407499,29.530001,28.827499,28.827499,25.948923,585908400
18,2015-01-29,29.08,29.797501,28.889999,29.725,26.756804,337745600
19,2015-01-30,29.6,30.0,29.2125,29.290001,26.36524,334982000
20,2015-02-02,29.512501,29.7925,29.02,29.657499,26.696041,250956400
21,2015-02-03,29.625,29.772499,29.4025,29.6625,26.700541,207662800
22,2015-02-04,29.625,30.127501,29.577499,29.889999,26.905325,280598800
23,2015-02-05,30.004999,30.057501,29.8125,29.985001,27.097359,168984800
24,2015-02-06,30.004999,30.0625,29.612499,29.7325,26.869179,174826400
25,2015-02-09,29.637501,29.959999,29.6075,29.93,27.047655,155559200
26,2015-02-10,30.0425,30.5375,30.040001,30.504999,27.567286,248034000
27,2015-02-11,30.692499,31.23,30.625,31.219999,28.213423,294247200
28,2015-02-12,31.514999,31.870001,31.3925,31.615,28.570393,297898000
29,2015-02-13,31.82,31.82,31.4125,31.77,28.710459,217088800
30,2015-02-17,31.872499,32.220001,31.73,31.9575,28.8799,252609600
31,2015-02-18,31.907499,32.195,31.862499,32.18,29.080973,179566800
32,2015-02-19,32.119999,32.2575,32.0825,32.112499,29.019978,149449600
33,2015-02-20,32.154999,32.375,32.012501,32.375,29.257202,195793600
34,2015-02-23,32.505001,33.25,32.415001,33.25,30.047935,283896400
35,2015-02-24,33.235001,33.400002,32.7925,33.0425,29.860415,276912400
36,2015-02-25,32.889999,32.900002,32.037498,32.197498,29.096786,298846800
37,2015-02-26,32.197498,32.717499,31.6525,32.605,29.465046,365150000
38,2015-02-27,32.5,32.642502,32.060001,32.115002,29.022236,248059200
